StudentId,Courseld,PaymentDate,PaymentNo,PaymentAmount
1631,478,1/9/2019,3,1374
1631,478,1/10/2019,4,1374
1631,478,1/11/2019,5,1374
1631,478,1/12/2019,6,1374
1631,478,1/1/2020,7,1374
1631,478,1/2/2020,8,1374
1633,34,1/2/2017,1,8242
1633,34,1/3/2017,2,8242
1633,34,1/4/2017,3,8242
1633,34,1/5/2017,4,8242
1635,542,1/8/2019,1,18024
1635,542,1/9/2019,2,18024
1635,542,1/10/2019,3,18024
1635,542,1/11/2019,4,18024
1635,542,1/12/2019,5,18024
1643,100,1/8/2016,1,1727
1643,100,1/9/2016,2,1727
1643,100,1/10/2016,3,1727
1643,100,1/11/2016,4,1727
1646,10,1/5/2017,1,2303
1646,9,1/12/2017,1,1758
1646,10,1/6/2017,2,2303
1646,9,1/1/2018,2,1758
1646,10,1/7/2017,3,2303
1646,9,1/2/2018,3,1758
1646,9,1/3/2018,4,1758
1646,9,1/4/2018,5,1758
1647,35,1/12/2016,1,5024
1647,188,1/4/2018,1,6986
1647,35,1/1/2017,2,5024
1647,188,1/5/2018,2,6986
1647,35,1/2/2017,3,5024
1647,188,1/6/2018,3,6986
1647,35,1/3/2017,4,5024
1647,188,1/7/2018,4,6986
1647,35,1/4/2017,5,5024
1647,188,1/8/2018,5,6986
1647,35,1/5/2017,6,5024
1647,188,1/9/2018,6,6986
1647,35,1/6/2017,7,5024
1647,35,1/7/2017,8,5024
1647,35,1/8/2017,9,5024
1653,455,1/4/2019,1,3364
1653,455,1/5/2019,2,3364
1653,455,1/6/2019,3,3364
1653,455,1/7/2019,4,3364
1653,455,1/8/2019,5,3364
1653,455,1/9/2019,6,3364
1653,455,1/10/2019,7,3364
1653,455,1/11/2019,8,3364
1653,455,1/12/2019,9,3364
1653,455,1/1/2020,10,3364
1653,455,1/2/2020,11,3364
1653,455,1/3/2020,12,3364
1653,455,1/4/2020,13,3364
1653,455,1/5/2020,14,3364
1656,460,1/6/2019,1,15622
1656,460,1/7/2019,2,15622
1656,460,1/8/2019,3,15622
1656,460,1/9/2019,4,15622
1656,460,1/10/2019,5,15622
1656,460,1/11/2019,6,15622
1656,460,1/12/2019,7,15622
1656,460,1/1/2020,8,15622
1666,600,1/12/2019,1,2541
1666,34,1/2/2017,1,3297
1666,34,1/3/2017,2,3297
1666,600,1/1/2020,2,2541
1666,600,1/2/2020,3,2541
1666,34,1/4/2017,3,3297
1666,34,1/5/2017,4,3297
1666,600,1/3/2020,4,2541
1666,34,1/6/2017,5,3297
1666,600,1/4/2020,5,2541
1666,34,1/7/2017,6,3297
1666,600,1/5/2020,6,2541
1666,34,1/8/2017,7,3297
1666,34,1/9/2017,8,3297
1666,34,1/10/2017,9,3297
1666,34,1/11/2017,10,3297
1669,4,1/8/2017,1,5495
1669,4,1/9/2017,2,5495
1669,4,1/10/2017,3,5495
1669,4,1/11/2017,4,5495
1669,4,1/12/2017,5,5495
1669,4,1/1/2018,6,5495
1675,47,1/11/2016,1,3404
1675,47,1/12/2016,2,3404
1675,47,1/1/2017,3,3404
1675,47,1/2/2017,4,3404
1675,47,1/3/2017,5,3404
1675,47,1/4/2017,6,3404
1675,47,1/5/2017,7,3404
1675,47,1/6/2017,8,3404
1675,47,1/7/2017,9,3404
1675,47,1/8/2017,10,3404
1675,47,1/9/2017,11,3404
1675,47,1/10/2017,12,3404
1675,47,1/11/2017,13,3404
1675,47,1/12/2017,14,3404
1675,47,1/1/2018,15,3404
1676,50,1/7/2016,1,5757
1676,50,1/8/2016,2,5757
1676,50,1/9/2016,3,5757
1676,50,1/10/2016,4,5757
1676,50,1/11/2016,5,5757
1676,50,1/12/2016,6,5757
1677,200,1/1/2017,1,1837
1677,200,1/2/2017,2,1837
1677,200,1/3/2017,3,1837
1677,200,1/4/2017,4,1837
1677,200,1/5/2017,5,1837
1677,200,1/6/2017,6,1837
1677,200,1/7/2017,7,1837
1677,200,1/8/2017,8,1837
1677,200,1/9/2017,9,1837
1677,200,1/10/2017,10,1837
1677,200,1/11/2017,11,1837
1677,200,1/12/2017,12,1837
1677,200,1/1/2018,13,1837
1684,378,1/1/2019,1,6169
1684,555,1/1/2020,1,2776
1684,49,1/10/2016,1,4256
1684,555,1/2/2020,2,2776
1684,49,1/11/2016,2,4256
1684,378,1/2/2019,2,6169
1684,378,1/3/2019,3,6169
1684,555,1/3/2020,3,2776
1684,49,1/12/2016,3,4256
1684,555,1/4/2020,4,2776
1684,49,1/1/2017,4,4256
1684,378,1/4/2019,4,6169
1684,378,1/5/2019,5,6169
1684,555,1/5/2020,5,2776
1684,49,1/2/2017,5,4256
1684,555,1/6/2020,6,2776
1684,49,1/3/2017,6,4256
1684,378,1/6/2019,6,6169
1684,378,1/7/2019,7,6169
1684,555,1/7/2020,7,2776
1684,49,1/4/2017,7,4256
1684,555,1/8/2020,8,2776
1684,49,1/5/2017,8,4256
1684,378,1/8/2019,8,6169
1684,49,1/6/2017,9,4256
1684,49,1/7/2017,10,4256
1684,49,1/8/2017,11,4256
1684,49,1/9/2017,12,4256
1693,48,1/10/2016,1,3283
1693,48,1/11/2016,2,3283
1693,48,1/12/2016,3,3283
1693,48,1/1/2017,4,3283
1693,48,1/2/2017,5,3283
1693,48,1/3/2017,6,3283
1693,48,1/4/2017,7,3283
1693,48,1/5/2017,8,3283
1693,48,1/6/2017,9,3283
1693,48,1/7/2017,10,3283
1693,48,1/8/2017,11,3283
1700,532,1/7/2019,1,8604
1700,532,1/8/2019,2,8604
1700,532,1/9/2019,3,8604
1700,532,1/10/2019,4,8604
1709,47,1/11/2016,1,13685
1709,47,1/12/2016,2,13685
1709,47,1/1/2017,3,13685
1709,47,1/2/2017,4,13685
1724,48,1/10/2016,1,2748
1724,48,1/11/2016,2,2748
1724,48,1/12/2016,3,2748
1724,48,1/1/2017,4,2748
1724,48,1/2/2017,5,2748
1724,48,1/3/2017,6,2748
1724,48,1/4/2017,7,2748
1724,48,1/5/2017,8,2748
1724,48,1/6/2017,9,2748
1724,48,1/7/2017,10,2748
1724,48,1/8/2017,11,2748
1724,48,1/9/2017,12,2748
1727,35,1/12/2016,1,11696
1727,35,1/1/2017,2,11696
1727,35,1/2/2017,3,11696
1727,35,1/3/2017,4,11696
1743,50,1/7/2016,1,1837
1743,50,1/8/2016,2,1837
1743,50,1/9/2016,3,1837
1743,50,1/10/2016,4,1837
1743,50,1/11/2016,5,1837
1743,50,1/12/2016,6,1837
1743,50,1/1/2017,7,1837
1767,54,1/2/2016,1,2041
1767,54,1/3/2016,2,2041
1767,54,1/4/2016,3,2041
1767,54,1/5/2016,4,2041
1775,48,1/10/2016,1,4121
1775,48,1/11/2016,2,4121
1775,48,1/12/2016,3,4121
1775,48,1/1/2017,4,4121
1775,48,1/2/2017,5,4121
1775,48,1/3/2017,6,4121
1775,48,1/4/2017,7,4121
1775,48,1/5/2017,8,4121
1776,49,1/10/2016,1,5198
1776,49,1/11/2016,2,5198
1776,49,1/12/2016,3,5198
1776,49,1/1/2017,4,5198
1776,49,1/2/2017,5,5198
1776,49,1/3/2017,6,5198
1776,49,1/4/2017,7,5198
1776,49,1/5/2017,8,5198
1776,49,1/6/2017,9,5198
1788,89,1/2/2013,1,3342
1788,128,1/8/2018,1,2171
1788,89,1/3/2013,2,3342
1788,128,1/9/2018,2,2171
1788,89,1/4/2013,3,3342
1788,128,1/10/2018,3,2171
1788,89,1/5/2013,4,3342
1788,128,1/11/2018,4,2171
1788,89,1/6/2013,5,3342
1788,128,1/12/2018,5,2171
1788,89,1/7/2013,6,3342
1788,128,1/1/2019,6,2171
1788,89,1/8/2013,7,3342
1788,128,1/2/2019,7,2171
1788,89,1/9/2013,8,3342
1788,128,1/3/2019,8,2171
1788,89,1/10/2013,9,3342
1788,128,1/4/2019,9,2171
1788,89,1/11/2013,10,3342
1788,128,1/5/2019,10,2171
1788,89,1/12/2013,11,3342
1788,128,1/6/2019,11,2171
1788,89,1/1/2014,12,3342
1788,89,1/2/2014,13,3342
1788,89,1/3/2014,14,3342
1789,628,1/12/2019,1,3425
1789,628,1/1/2020,2,3425
1789,628,1/2/2020,3,3425
1789,628,1/3/2020,4,3425
1789,628,1/4/2020,5,3425
1789,628,1/5/2020,6,3425
1789,628,1/6/2020,7,3425
1789,628,1/7/2020,8,3425
1789,628,1/8/2020,9,3425
1789,628,1/9/2020,10,3425
1789,628,1/10/2020,11,3425
1805,343,1/11/2018,1,4270
1805,570,1/12/2019,1,377
1805,570,1/1/2020,2,377
1805,343,1/12/2018,2,4270
1805,343,1/1/2019,3,4270
1805,570,1/2/2020,3,377
1805,570,1/3/2020,4,377
1805,343,1/2/2019,4,4270
1805,343,1/3/2019,5,4270
1805,570,1/4/2020,5,377
1805,343,1/4/2019,6,4270
1805,343,1/5/2019,7,4270
1805,343,1/6/2019,8,4270
1805,343,1/7/2019,9,4270
1805,343,1/8/2019,10,4270
1808,34,1/2/2017,1,4710
1808,34,1/3/2017,2,4710
1808,34,1/4/2017,3,4710
1808,34,1/5/2017,4,4710
1808,34,1/6/2017,5,4710
1808,34,1/7/2017,6,4710
1808,34,1/8/2017,7,4710
1809,189,1/6/2018,1,4796
1809,189,1/7/2018,2,4796
1809,189,1/8/2018,3,4796
1809,189,1/9/2018,4,4796
1809,189,1/10/2018,5,4796
1809,189,1/11/2018,6,4796
1809,189,1/12/2018,7,4796
1809,189,1/1/2019,8,4796
1809,189,1/2/2019,9,4796
1809,189,1/3/2019,10,4796
1809,189,1/4/2019,11,4796
1813,55,1/2/2016,1,4553
1813,55,1/3/2016,2,4553
1813,55,1/4/2016,3,4553
1813,55,1/5/2016,4,4553
1814,35,1/12/2016,1,3357
1814,35,1/1/2017,2,3357
1814,35,1/2/2017,3,3357
1814,35,1/3/2017,4,3357
1814,35,1/4/2017,5,3357
1814,35,1/5/2017,6,3357
1814,35,1/6/2017,7,3357
1814,35,1/7/2017,8,3357
1814,35,1/8/2017,9,3357
1814,35,1/9/2017,10,3357
1814,35,1/10/2017,11,3357
1814,35,1/11/2017,12,3357
1814,35,1/12/2017,13,3357
1816,49,1/10/2016,1,3899
1816,49,1/11/2016,2,3899
1816,49,1/12/2016,3,3899
1816,49,1/1/2017,4,3899
1816,49,1/2/2017,5,3899
1816,49,1/3/2017,6,3899
1816,49,1/4/2017,7,3899
1816,49,1/5/2017,8,3899
1816,49,1/6/2017,9,3899
1816,49,1/7/2017,10,3899
1816,49,1/8/2017,11,3899
1816,49,1/9/2017,12,3899
1817,6,1/10/2017,1,3910
1817,6,1/11/2017,2,3910
1817,6,1/12/2017,3,3910
1817,6,1/1/2018,4,3910
1817,6,1/2/2018,5,3910
1817,6,1/3/2018,6,3910
1817,6,1/4/2018,7,3910
1817,6,1/5/2018,8,3910
1817,6,1/6/2018,9,3910
1817,6,1/7/2018,10,3910
1817,6,1/8/2018,11,3910
1817,6,1/9/2018,12,3910
1817,6,1/10/2018,13,3910
1817,6,1/11/2018,14,3910
1821,425,1/1/2019,1,14758
1821,425,1/2/2019,2,14758
1821,425,1/3/2019,3,14758
1826,49,1/10/2016,1,1910
1826,49,1/11/2016,2,1910
1826,49,1/12/2016,3,1910
1826,49,1/1/2017,4,1910
1826,49,1/2/2017,5,1910
1826,49,1/3/2017,6,1910
1826,49,1/4/2017,7,1910
1826,49,1/5/2017,8,1910
1826,49,1/6/2017,9,1910
1826,49,1/7/2017,10,1910
1826,49,1/8/2017,11,1910
1826,49,1/9/2017,12,1910
1826,49,1/10/2017,13,1910
1826,49,1/11/2017,14,1910
1826,49,1/12/2017,15,1910
1828,5,1/1/2018,1,9644
1828,5,1/2/2018,2,9644
1828,5,1/3/2018,3,9644
1828,5,1/4/2018,4,9644
1829,2,1/7/2017,1,5091
1829,2,1/8/2017,2,5091
1829,2,1/9/2017,3,5091
1829,2,1/10/2017,4,5091
1829,2,1/11/2017,5,5091
1829,2,1/12/2017,6,5091
1829,2,1/1/2018,7,5091
1829,2,1/2/2018,8,5091
1829,2,1/3/2018,9,5091
1829,2,1/4/2018,10,5091
1849,189,1/6/2018,1,4058
1849,189,1/7/2018,2,4058
1849,189,1/8/2018,3,4058
1849,189,1/9/2018,4,4058
1849,189,1/10/2018,5,4058
1849,189,1/11/2018,6,4058
1849,189,1/12/2018,7,4058
1849,189,1/1/2019,8,4058
1849,189,1/2/2019,9,4058
1849,189,1/3/2019,10,4058
1849,189,1/4/2019,11,4058
1849,189,1/5/2019,12,4058
1849,189,1/6/2019,13,4058
1851,48,1/10/2016,1,7715
1851,48,1/11/2016,2,7715
1851,48,1/12/2016,3,7715
1851,48,1/1/2017,4,7715
1851,48,1/2/2017,5,7715
1858,35,1/12/2016,1,3599
1858,35,1/1/2017,2,3599
1858,35,1/2/2017,3,3599
1858,35,1/3/2017,4,3599
1858,35,1/4/2017,5,3599
1858,35,1/5/2017,6,3599
1858,35,1/6/2017,7,3599
1858,35,1/7/2017,8,3599
1858,35,1/8/2017,9,3599
1858,35,1/9/2017,10,3599
1858,35,1/10/2017,11,3599
1858,35,1/11/2017,12,3599
1858,35,1/12/2017,13,3599
1874,35,1/12/2016,1,6082
1874,35,1/1/2017,2,6082
1874,35,1/2/2017,3,6082
1874,35,1/3/2017,4,6082
1874,35,1/4/2017,5,6082
1874,35,1/5/2017,6,6082
1874,35,1/6/2017,7,6082
1874,35,1/7/2017,8,6082
1874,35,1/8/2017,9,6082
1877,35,1/12/2016,1,13685
1877,35,1/1/2017,2,13685
1877,35,1/2/2017,3,13685
1877,35,1/3/2017,4,13685
1888,48,1/10/2016,1,3297
1888,48,1/11/2016,2,3297
1888,48,1/12/2016,3,3297
1888,48,1/1/2017,4,3297
1888,48,1/2/2017,5,3297
1888,48,1/3/2017,6,3297
1888,48,1/4/2017,7,3297
1888,48,1/5/2017,8,3297
1888,48,1/6/2017,9,3297
1888,48,1/7/2017,10,3297
1897,47,1/11/2016,1,1837
1897,47,1/12/2016,2,1837
1897,47,1/1/2017,3,1837
1897,47,1/2/2017,4,1837
1897,47,1/3/2017,5,1837
1897,47,1/4/2017,6,1837
1897,47,1/5/2017,7,1837
1897,47,1/6/2017,8,1837
1897,47,1/7/2017,9,1837
1897,47,1/8/2017,10,1837
1897,47,1/9/2017,11,1837
1897,47,1/10/2017,12,1837
1901,47,1/11/2016,1,4642
1901,47,1/12/2016,2,4642
1901,47,1/1/2017,3,4642
1901,47,1/2/2017,4,4642
1901,47,1/3/2017,5,4642
1901,47,1/4/2017,6,4642
1901,47,1/5/2017,7,4642
1901,47,1/6/2017,8,4642
1901,47,1/7/2017,9,4642
1901,47,1/8/2017,10,4642
1901,47,1/9/2017,11,4642
1906,378,1/1/2019,1,9340
1906,49,1/10/2016,1,11696
1906,49,1/11/2016,2,11696
1906,378,1/2/2019,2,9340
1906,378,1/3/2019,3,9340
1906,49,1/12/2016,3,11696
1906,49,1/1/2017,4,11696
1906,378,1/4/2019,4,9340
1906,378,1/5/2019,5,9340
1915,35,1/12/2016,1,4365
1915,35,1/1/2017,2,4365
1915,35,1/2/2017,3,4365
1915,35,1/3/2017,4,4365
1915,35,1/4/2017,5,4365
1915,35,1/5/2017,6,4365
1915,35,1/6/2017,7,4365
1915,35,1/7/2017,8,4365
1915,35,1/8/2017,9,4365
1915,35,1/9/2017,10,4365
1917,34,1/2/2017,1,2415
1917,34,1/3/2017,2,2415
1917,34,1/4/2017,3,2415
1917,34,1/5/2017,4,2415
1917,34,1/6/2017,5,2415
1917,34,1/7/2017,6,2415
1917,34,1/8/2017,7,2415
1917,34,1/9/2017,8,2415
1917,34,1/10/2017,9,2415
1917,34,1/11/2017,10,2415
1917,34,1/12/2017,11,2415
1917,34,1/1/2018,12,2415
1719191919,34,1/2/2018,13,2415
1920,47,1/11/2016,1,3599
1920,47,1/12/2016,2,3599
1920,47,1/1/2017,3,3599
1920,47,1/2/2017,4,3599
1920,47,1/3/2017,5,3599
1920,47,1/4/2017,6,3599
1920,47,1/5/2017,7,3599
1920,47,1/6/2017,8,3599
1920,47,1/7/2017,9,3599
1920,47,1/8/2017,10,3599
1920,47,1/9/2017,11,3599
1920,47,1/10/2017,12,3599
1920,47,1/11/2017,13,3599
1925,35,1/12/2016,1,13685
1925,35,1/1/2017,2,13685
1925,35,1/2/2017,3,13685
1925,35,1/3/2017,4,13685
1930,49,1/10/2016,1,3237
1930,49,1/11/2016,2,3237
1930,49,1/12/2016,3,3237
1930,49,1/1/2017,4,3237
1930,49,1/2/2017,5,3237
1930,49,1/3/2017,6,3237
1930,49,1/4/2017,7,3237
1930,49,1/5/2017,8,3237
1930,49,1/6/2017,9,3237
1930,49,1/7/2017,10,3237
1930,49,1/8/2017,11,3237
1930,49,1/9/2017,12,3237
1930,49,1/10/2017,13,3237
1940,378,1/1/2019,1,7960
1940,378,1/2/2019,2,7960
1940,378,1/3/2019,3,7960
1940,378,1/4/2019,4,7960
1940,378,1/5/2019,5,7960
1940,378,1/6/2019,6,7960
1950,49,1/10/2016,1,10519
1950,49,1/11/2016,2,10519
1950,49,1/12/2016,3,10519
1950,49,1/1/2017,4,10519
1951,35,1/12/2016,1,9357
1951,35,1/1/2017,2,9357
1951,35,1/2/2017,3,9357
1951,35,1/3/2017,4,9357
1951,35,1/4/2017,5,9357
1952,7,1/1/2017,1,3342
1952,7,1/2/2017,2,3342
1952,7,1/3/2017,3,3342
1952,7,1/4/2017,4,3342
1952,7,1/5/2017,5,3342
1952,7,1/6/2017,6,3342
1952,7,1/7/2017,7,3342
1952,7,1/8/2017,8,3342
1952,7,1/9/2017,9,3342
1952,7,1/10/2017,10,3342
1952,7,1/11/2017,11,3342
1952,7,1/12/2017,12,3342
1952,7,1/1/2018,13,3342
1952,7,1/2/2018,14,3342
1960,47,1/11/2016,1,6216
1960,47,1/12/2016,2,6216
1960,47,1/1/2017,3,6216
1960,47,1/2/2017,4,6216
1960,47,1/3/2017,5,6216
1960,47,1/4/2017,6,6216
1960,47,1/5/2017,7,6216
1962,284,1/11/2017,1,2011
1962,284,1/12/2017,2,2011
1962,284,1/1/2018,3,2011
1962,284,1/2/2018,4,2011
1962,284,1/3/2018,5,2011
1962,284,1/4/2018,6,2011
1962,284,1/5/2018,7,2011
1962,284,1/6/2018,8,2011
1962,284,1/7/2018,9,2011
1962,284,1/8/2018,10,2011
1962,284,1/9/2018,11,2011
1962,284,1/10/2018,12,2011
1970,31,1/1/2018,1,7536
1970,31,1/2/2018,2,7536
1970,31,1/3/2018,3,7536
1970,31,1/4/2018,4,7536
1970,31,1/5/2018,5,7536
1970,31,1/6/2018,6,7536
1977,7,1/1/2017,1,3174
1977,7,1/2/2017,2,3174
1977,7,1/3/2017,3,3174
1977,7,1/4/2017,4,3174
1977,7,1/5/2017,5,3174
1977,7,1/6/2017,6,3174
1977,7,1/7/2017,7,3174
1977,7,1/8/2017,8,3174
1977,7,1/9/2017,9,3174
1977,7,1/10/2017,10,3174
1977,7,1/11/2017,11,3174
1977,7,1/12/2017,12,3174
1977,7,1/1/2018,13,3174
1977,7,1/2/2018,14,3174
1980,7,1/1/2017,1,5848
1980,7,1/2/2017,2,5848
1980,7,1/3/2017,3,5848
1980,7,1/4/2017,4,5848
1980,7,1/5/2017,5,5848
1980,7,1/6/2017,6,5848
1980,7,1/7/2017,7,5848
1980,7,1/8/2017,8,5848
1990,7,1/1/2017,1,4256
1990,7,1/2/2017,2,4256
1990,7,1/3/2017,3,4256
1990,7,1/4/2017,4,4256
1990,7,1/5/2017,5,4256
1990,7,1/6/2017,6,4256
1990,7,1/7/2017,7,4256
1990,7,1/8/2017,8,4256
1990,7,1/9/2017,9,4256
1990,7,1/10/2017,10,4256
1990,7,1/11/2017,11,4256
1990,7,1/12/2017,12,4256
1996,35,1/12/2016,1,7536
1996,35,1/1/2017,2,7536
1996,35,1/2/2017,3,7536
1996,35,1/3/2017,4,7536
1996,35,1/4/2017,5,7536
1996,35,1/5/2017,6,7536
2003,7,1/1/2017,1,3119
2003,7,1/2/2017,2,3119
2003,7,1/3/2017,3,3119
2003,7,1/4/2017,4,3119
2003,7,1/5/2017,5,3119
2003,7,1/6/2017,6,3119
2003,7,1/7/2017,7,3119
2003,7,1/8/2017,8,3119
2003,7,1/9/2017,9,3119
2003,7,1/10/2017,10,3119
2003,7,1/11/2017,11,3119
2003,7,1/12/2017,12,3119
2003,7,1/1/2018,13,3119
2003,7,1/2/2018,14,3119
2003,7,1/3/2018,15,3119
2005,34,1/2/2017,1,2536
2005,34,1/3/2017,2,2536
2005,34,1/4/2017,3,2536
2005,34,1/5/2017,4,2536
2005,34,1/6/2017,5,2536
2005,34,1/7/2017,6,2536
2005,34,1/8/2017,7,2536
2005,34,1/9/2017,8,2536
2005,34,1/10/2017,9,2536
2005,34,1/11/2017,10,2536
2005,34,1/12/2017,11,2536
2005,34,1/1/2018,12,2536
2005,34,1/2/2018,13,2536
2009,303,1/1/2019,1,3411
2009,303,1/2/2019,2,3411
2009,303,1/3/2019,3,3411
2009,303,1/4/2019,4,3411
2009,303,1/5/2019,5,3411
2009,303,1/6/2019,6,3411
2009,303,1/7/2019,7,3411
2016,49,1/10/2016,1,6489
2016,49,1/11/2016,2,6489
2016,49,1/12/2016,3,6489
2016,49,1/1/2017,4,6489
2016,49,1/2/2017,5,6489
2016,49,1/3/2017,6,6489
2017,343,1/11/2018,1,785
2017,9,1/12/2017,1,8729
2017,9,1/1/2018,2,8729
2017,343,1/12/2018,2,785
2017,343,1/1/2019,3,785
2017,9,1/2/2018,3,8729
2017,9,1/3/2018,4,8729
2017,343,1/2/2019,4,785
2017,9,1/4/2018,5,8729
2028,2,1/7/2017,1,13036
2028,2,1/8/2017,2,13036
2028,2,1/9/2017,3,13036
2029,7,1/1/2017,1,9123
2029,7,1/2/2017,2,9123
2029,7,1/3/2017,3,9123
2029,7,1/4/2017,4,9123
2029,7,1/5/2017,5,9123
2029,7,1/6/2017,6,9123
2037,601,1/1/2020,1,9028
2037,601,1/2/2020,2,9028
2037,601,1/3/2020,3,9028
2037,601,1/4/2020,4,9028
2044,189,1/6/2018,1,17584
2044,2,1/7/2017,1,3599
2044,2,1/8/2017,2,3599
2044,189,1/7/2018,2,17584
2044,189,1/8/2018,3,17584
2044,2,1/9/2017,3,3599
2044,2,1/10/2017,4,3599
2044,2,1/11/2017,5,3599
2044,2,1/12/2017,6,3599
2044,2,1/1/2018,7,3599
2044,2,1/2/2018,8,3599
2044,2,1/3/2018,9,3599
2044,2,1/4/2018,10,3599
2044,2,1/5/2018,11,3599
2044,2,1/6/2018,12,3599
2044,2,1/7/2018,13,3599
2053,1,1/3/2017,1,4679
2053,1,1/4/2017,2,4679
2053,1,1/5/2017,3,4679
2053,1,1/6/2017,4,4679
2053,1,1/7/2017,5,4679
2053,1,1/8/2017,6,4679
2053,1,1/9/2017,7,4679
2053,1,1/10/2017,8,4679
2053,1,1/11/2017,9,4679
2053,1,1/12/2017,10,4679
2059,7,1/1/2017,1,3649
2059,7,1/2/2017,2,3649
202022022,7,1/3/2017,3,3649
2059,7,1/4/2017,4,3649
2059,7,1/5/2017,5,3649
2059,7,1/6/2017,6,3649
2059,7,1/7/2017,7,3649
2059,7,1/8/2017,8,3649
2059,7,1/9/2017,9,3649
2059,7,1/10/2017,10,3649
2059,7,1/11/2017,11,3649
2059,7,1/12/2017,12,3649
2059,7,1/1/2018,13,3649
2059,7,1/2/2018,14,3649
2059,7,1/3/2018,15,3649
2063,7,1/1/2017,1,7798
2063,417,1/3/2019,1,1139
2063,7,1/2/2017,2,7798
2063,417,1/4/2019,2,1139
2063,7,1/3/2017,3,7798
2063,417,1/5/2019,3,1139
2063,7,1/4/2017,4,7798
2063,417,1/6/2019,4,1139
2063,7,1/5/2017,5,7798
2063,417,1/7/2019,5,1139
2063,7,1/6/2017,6,7798
2063,417,1/8/2019,6,1139
2063,417,1/9/2019,7,1139
2063,417,1/10/2019,8,1139
2063,417,1/11/2019,9,1139
2065,328,1/8/2018,1,4082
2065,328,1/9/2018,2,4082
2065,328,1/10/2018,3,4082
2065,328,1/11/2018,4,4082
2065,328,1/12/2018,5,4082
2065,328,1/1/2019,6,4082
2065,328,1/2/2019,7,4082
2065,328,1/3/2019,8,4082
2065,328,1/4/2019,9,4082
2065,328,1/5/2019,10,4082
2066,76,1/5/2014,1,1832
2066,76,1/6/2014,2,1832
2066,76,1/7/2014,3,1832
2066,76,1/8/2014,4,1832
2066,76,1/9/2014,5,1832
2066,76,1/10/2014,6,1832
2070,47,1/11/2016,1,2099
2070,47,1/12/2016,2,2099
2070,47,1/1/2017,3,2099
2070,47,1/2/2017,4,2099
2070,47,1/3/2017,5,2099
2070,47,1/4/2017,6,2099
2070,47,1/5/2017,7,2099
2070,47,1/6/2017,8,2099
2070,47,1/7/2017,9,2099
2070,47,1/8/2017,10,2099
2070,47,1/9/2017,11,2099
2070,47,1/10/2017,12,2099
2070,47,1/11/2017,13,2099
2070,47,1/12/2017,14,2099
2074,1,1/3/2017,1,3008
2074,1,1/4/2017,2,3008
2074,1,1/5/2017,3,3008
2074,1,1/6/2017,4,3008
2074,1,1/7/2017,5,3008
2074,1,1/8/2017,6,3008
2074,1,1/9/2017,7,3008
2074,1,1/10/2017,8,3008
2074,1,1/11/2017,9,3008
2074,1,1/12/2017,10,3008
2074,1,1/1/2018,11,3008
2074,1,1/2/2018,12,3008
2074,1,1/3/2018,13,3008
2074,1,1/4/2018,14,3008
2090,75,1/6/2014,1,2486
2090,75,1/7/2014,2,2486
2090,75,1/8/2014,3,2486
2090,75,1/9/2014,4,2486
2090,75,1/10/2014,5,2486
2090,75,1/11/2014,6,2486
2090,75,1/12/2014,7,2486
2090,75,1/1/2015,8,2486
2090,75,1/2/2015,9,2486
2090,75,1/3/2015,10,2486
2090,75,1/4/2015,11,2486
2090,75,1/5/2015,12,2486
2092,2,1/7/2017,1,15595
2092,2,1/8/2017,2,15595
2092,2,1/9/2017,3,15595
2100,34,1/2/2017,1,5495
2100,34,1/3/2017,2,5495
2100,34,1/4/2017,3,5495
2100,34,1/5/2017,4,5495
2100,34,1/6/2017,5,5495
2100,34,1/7/2017,6,5495
2106,2,1/7/2017,1,8729
2106,2,1/8/2017,2,8729
2106,2,1/9/2017,3,8729
2106,2,1/10/2017,4,8729
2106,2,1/11/2017,5,8729
2111,1,1/3/2017,1,9357
2111,1,1/4/2017,2,9357
2111,1,1/5/2017,3,9357
2111,1,1/6/2017,4,9357
2111,1,1/7/2017,5,9357
2112,137,1/3/2018,1,3017
2112,137,1/4/2018,2,3017
2112,137,1/5/2018,3,3017
2112,137,1/6/2018,4,3017
2112,137,1/7/2018,5,3017
2112,137,1/8/2018,6,3017
2112,137,1/9/2018,7,3017
2112,137,1/10/2018,8,3017
2129,7,1/1/2017,1,8667
2129,7,1/2/2017,2,8667
2129,7,1/3/2017,3,8667
2129,7,1/4/2017,4,8667
2129,7,1/5/2017,5,8667
2129,7,1/6/2017,6,8667
2130,290,1/11/2018,1,1837
2130,290,1/12/2018,2,1837
2130,290,1/1/2019,3,1837
2130,290,1/2/2019,4,1837
2130,290,1/3/2019,5,1837
2131,7,1/1/2017,1,3342
2131,7,1/2/2017,2,3342
2131,7,1/3/2017,3,3342
2131,7,1/4/2017,4,3342
2131,7,1/5/2017,5,3342
2131,7,1/6/2017,6,3342
2131,7,1/7/2017,7,3342
2131,7,1/8/2017,8,3342
2131,7,1/9/2017,9,3342
2131,7,1/10/2017,10,3342
2131,7,1/11/2017,11,3342
2131,7,1/12/2017,12,3342
2131,7,1/1/2018,13,3342
2131,7,1/2/2018,14,3342
2152,10,1/5/2017,1,4102
2152,10,1/6/2017,2,4102
2152,10,1/7/2017,3,4102
2152,10,1/8/2017,4,4102
2152,10,1/9/2017,5,4102
2152,10,1/10/2017,6,4102
2154,189,1/6/2018,1,13188
